sfxUp sfyUp sfxLow sfyLow time
46.5716 -38141.6 -7.06703 38141.6 1.6299
47.5587 -38920.5 -7.21223 38920.5 1.63
48.5458 -39698.4 -7.35724 39698.4 1.6301
49.5334 -40475.3 -7.50252 40475.3 1.6302
50.5204 -41251.3 -7.64751 41251.3 1.6303
51.5075 -42026.1 -7.79286 42026.1 1.6304
52.4943 -42800 -7.93828 42800 1.6305
53.481 -43572.7 -8.0841 43572.7 1.6306
54.4671 -44344.4 -8.22967 44344.4 1.6307
55.4536 -45115 -8.37583 45115 1.6308
56.4406 -45884.4 -8.52167 45884.4 1.6309
57.4273 -46652.7 -8.66784 46652.7 1.631
58.4128 -47419.9 -8.814 47419.9 1.6311
59.3989 -48185.7 -8.96059 48185.7 1.6312
60.3842 -48950.5 -9.10744 48950.5 1.6313
61.3693 -49714 -9.25432 49714 1.6314
62.3544 -50476.3 -9.40136 50476.3 1.6315
63.3398 -51237.3 -9.54842 51237.3 1.6316
64.3247 -51997.1 -9.6956 51997.1 1.6317
65.3095 -52755.5 -9.84276 52755.5 1.6318
66.2938 -53512.6 -9.99034 53512.6 1.6319
67.2776 -54268.4 -10.1384 54268.4 1.632
68.2616 -55022.9 -10.2864 55022.9 1.6321
69.245 -55775.9 -10.4344 55775.9 1.6322
70.2285 -56527.6 -10.5828 56527.6 1.6323
71.2115 -57277.8 -10.7315 57277.8 1.6324
72.195 -58026.7 -10.88 58026.7 1.6325
73.1778 -58774 -11.0292 58774 1.6326
74.1604 -59520 -11.1784 59520 1.6327
75.1432 -60264.4 -11.3281 60264.4 1.6328
76.1243 -61007.4 -11.4778 61007.4 1.6329
77.1063 -61748.7 -11.6278 61748.7 1.633
78.0878 -62488.6 -11.7781 62488.6 1.6331
79.0703 -63226.9 -11.9286 63226.9 1.6332
80.052 -63963.6 -12.0793 63963.6 1.6333
81.0334 -64698.7 -12.2304 64698.7 1.6334
82.0137 -65432.3 -12.3818 65432.3 1.6335
82.9937 -66164.1 -12.5333 66164.1 1.6336
83.9731 -66894.3 -12.6853 66894.3 1.6337
84.9527 -67622.8 -12.8374 67622.8 1.6338
85.9316 -68349.7 -12.9902 68349.7 1.6339
86.9102 -69074.8 -13.1427 69074.8 1.634
87.8884 -69798.3 -13.2955 69798.3 1.6341
88.8654 -70519.9 -13.4486 70519.9 1.6342
89.8431 -71239.8 -13.6015 71239.8 1.6343
90.8199 -71957.8 -13.7552 71957.8 1.6344
91.7969 -72674.2 -13.9091 72674.2 1.6345
92.7741 -73388.6 -14.0633 73388.6 1.6346
93.7507 -74101.3 -14.2173 74101.3 1.6347
94.7271 -74812 -14.3717 74812 1.6348
95.7024 -75520.9 -14.5262 75520.9 1.6349
96.6749 -76227.8 -14.6822 76227.8 1.635
97.6501 -76932.9 -14.8378 76932.9 1.6351
98.6254 -77636 -14.9942 77636 1.6352
99.5997 -78337.2 -15.1505 78337.2 1.6353
100.572 -79036.3 -15.3075 79036.3 1.6354
101.543 -79733.6 -15.4645 79733.6 1.6355
102.514 -80428.7 -15.6211 80428.7 1.6356
103.484 -81121.9 -15.7784 81121.9 1.6357
104.455 -81813 -15.9359 81813 1.6358
105.424 -82502 -16.0938 82502 1.6359
106.393 -83188.9 -16.2521 83188.9 1.636
107.36 -83873.8 -16.4105 83873.8 1.6361
108.329 -84556.4 -16.5691 84556.4 1.6362
109.297 -85237 -16.7279 85237 1.6363
110.265 -85915.4 -16.8872 85915.4 1.6364
111.231 -86591.6 -17.0467 86591.6 1.6365
112.196 -87265.5 -17.2069 87265.5 1.6366
113.161 -87937.3 -17.3674 87937.3 1.6367
114.126 -88606.8 -17.5287 88606.8 1.6368
115.105 -89279.6 -17.6862 89279.6 1.6369
116.083 -89948.4 -17.8274 89948.4 1.637
117.062 -90613.3 -17.9689 90613.3 1.6371
118.044 -91275.5 -18.117 91275.5 1.6372
119.022 -91934.1 -18.2655 91934.1 1.6373
119.998 -92590.5 -18.4216 92590.5 1.6374
120.968 -93243.8 -18.578 93243.8 1.6375
121.931 -93894.9 -18.7396 93894.9 1.6376
122.89 -94543.3 -18.9011 94543.3 1.6377
123.845 -95189.4 -19.0667 95189.4 1.6378
124.797 -95833 -19.2319 95833 1.6379
125.748 -96474.1 -19.4005 96474.1 1.638
126.699 -97112.8 -19.5678 97112.8 1.6381
127.648 -97748.9 -19.7343 97748.9 1.6382
128.599 -98382.6 -19.899 98382.6 1.6383
129.548 -99013.7 -20.0654 99013.7 1.6384
130.496 -99642.2 -20.2322 99642.2 1.6385
131.443 -100268 -20.3997 100268 1.6386
132.393 -100892 -20.5666 100892 1.6387
133.34 -101512 -20.7336 101512 1.6388
134.284 -102130 -20.9018 102130 1.6389
135.23 -102746 -21.0703 102746 1.639
136.175 -103359 -21.2379 103359 1.6391
137.116 -103969 -21.4067 103969 1.6392
138.054 -104576 -21.5771 104576 1.6393
138.996 -105181 -21.7463 105181 1.6394
139.934 -105782 -21.9175 105782 1.6395
140.868 -106381 -22.0879 106381 1.6396
141.805 -106978 -22.2591 106978 1.6397
142.739 -107571 -22.4315 107571 1.6398
143.669 -108162 -22.605 108162 1.6399
144.603 -108749 -22.7778 108749 1.64
145.536 -109334 -22.9519 109334 1.6401
146.462 -109916 -23.1253 109916 1.6402
147.393 -110495 -23.2998 110495 1.6403
148.317 -111071 -23.4749 111071 1.6404
149.242 -111644 -23.6507 111644 1.6405
150.165 -112214 -23.8271 112214 1.6406
151.086 -112782 -24.0032 112782 1.6407
152.006 -113346 -24.1803 113346 1.6408
152.924 -113907 -24.3563 113907 1.6409
153.84 -114465 -24.5344 114465 1.641
154.755 -115020 -24.7116 115020 1.6411
155.668 -115572 -24.8899 115572 1.6412
156.579 -116120 -25.0684 116120 1.6413
157.491 -116665 -25.2471 116665 1.6414
158.4 -117207 -25.4275 117207 1.6415
159.307 -117745 -25.6056 117745 1.6416
160.21 -118281 -25.7858 118281 1.6417
161.112 -118813 -25.9644 118813 1.6418
162.011 -119343 -26.145 119343 1.6419
162.908 -119869 -26.3253 119869 1.642
163.803 -120392 -26.5066 120392 1.6421
164.695 -120912 -26.6884 120912 1.6422
165.588 -121428 -26.8698 121428 1.6423
166.477 -121941 -27.0535 121941 1.6424
167.364 -122451 -27.2373 122451 1.6425
168.249 -122957 -27.423 122957 1.6426
169.131 -123460 -27.6079 123460 1.6427
170.012 -123960 -27.7937 123960 1.6428
170.891 -124456 -27.9789 124456 1.6429
171.767 -124949 -28.1657 124949 1.643
172.642 -125438 -28.3516 125438 1.6431
173.513 -125924 -28.5386 125924 1.6432
174.383 -126406 -28.7247 126406 1.6433
175.25 -126884 -28.9121 126884 1.6434
176.114 -127359 -29.0993 127359 1.6435
176.975 -127831 -29.288 127831 1.6436
177.835 -128299 -29.4766 128299 1.6437
178.691 -128763 -29.6665 128763 1.6438
179.546 -129223 -29.8553 129223 1.6439
180.396 -129680 -30.0455 129680 1.644
181.246 -130134 -30.2347 130134 1.6441
182.093 -130583 -30.4251 130583 1.6442
182.938 -131029 -30.614 131029 1.6443
183.779 -131471 -30.8037 131471 1.6444
184.617 -131909 -30.9934 131909 1.6445
185.452 -132344 -31.1843 132344 1.6446
186.284 -132774 -31.3755 132774 1.6447
187.111 -133201 -31.5682 133201 1.6448
187.938 -133624 -31.7611 133624 1.6449
188.76 -134043 -31.956 134043 1.645
189.579 -134458 -32.1501 134458 1.6451
190.393 -134870 -32.346 134870 1.6452
191.206 -135277 -32.541 135277 1.6453
192.015 -135680 -32.7357 135680 1.6454
192.82 -136079 -32.9314 136079 1.6455
193.623 -136475 -33.1267 136475 1.6456
194.422 -136866 -33.3219 136866 1.6457
195.216 -137253 -33.5167 137253 1.6458
196.008 -137637 -33.7126 137637 1.6459
196.798 -138016 -33.9093 138016 1.646
197.583 -138391 -34.1065 138391 1.6461
198.364 -138761 -34.3043 138761 1.6462
199.14 -139128 -34.5015 139128 1.6463
199.914 -139491 -34.6986 139491 1.6464
200.683 -139849 -34.8949 139849 1.6465
201.448 -140203 -35.0915 140203 1.6466
202.21 -140553 -35.2872 140553 1.6467
202.966 -140898 -35.4841 140898 1.6468
203.719 -141239 -35.6811 141239 1.6469
204.468 -141576 -35.8784 141576 1.647
205.212 -141909 -36.0769 141909 1.6471
205.948 -142237 -36.2777 142237 1.6472
206.686 -142561 -36.4783 142561 1.6473
207.417 -142880 -36.6785 142880 1.6474
208.143 -143195 -36.8783 143195 1.6475
208.841 -143506 -37.0803 143506 1.6476
209.544 -143812 -37.2844 143812 1.6477
210.246 -144113 -37.4886 144113 1.6478
210.947 -144410 -37.6913 144410 1.6479
211.648 -144703 -37.8936 144703 1.648
212.347 -144990 -38.0937 144990 1.6481
213.045 -145274 -38.2937 145274 1.6482
213.735 -145552 -38.4935 145552 1.6483
214.422 -145827 -38.6926 145827 1.6484
215.105 -146096 -38.8918 146096 1.6485
215.782 -146361 -39.091 146361 1.6486
216.455 -146621 -39.2883 146621 1.6487
217.121 -146876 -39.4869 146876 1.6488
217.778 -147127 -39.6857 147127 1.6489
218.432 -147373 -39.8839 147373 1.649
219.08 -147614 -40.0818 147614 1.6491
219.722 -147850 -40.2816 147850 1.6492
220.359 -148081 -40.4817 148081 1.6493
220.991 -148308 -40.6817 148308 1.6494
221.615 -148530 -40.8825 148530 1.6495
222.233 -148746 -41.0833 148746 1.6496
222.844 -148958 -41.2839 148958 1.6497
223.451 -149165 -41.484 149165 1.6498
224.053 -149367 -41.683 149367 1.6499
224.65 -149564 -41.8814 149564 1.65
225.242 -149756 -42.0783 149756 1.6501
225.827 -149942 -42.2758 149942 1.6502
226.402 -150124 -42.4739 150124 1.6503
226.974 -150301 -42.6701 150301 1.6504
227.538 -150472 -42.8668 150472 1.6505
228.096 -150639 -43.0636 150639 1.6506
228.647 -150800 -43.2589 150800 1.6507
229.19 -150956 -43.4529 150956 1.6508
229.735 -151106 -43.648 151106 1.6509
230.27 -151250 -43.8404 151250 1.651
230.798 -151389 -44.0307 151389 1.6511
231.315 -151524 -44.2233 151524 1.6512
231.826 -151653 -44.4126 151653 1.6513
232.327 -151777 -44.6053 151777 1.6514
232.823 -151896 -44.797 151896 1.6515
233.309 -152009 -44.9892 152009 1.6516
233.789 -152117 -45.1817 152117 1.6517
234.26 -152220 -45.372 152220 1.6518
234.726 -152317 -45.5633 152317 1.6519
235.185 -152409 -45.7512 152409 1.652
235.635 -152495 -45.9407 152495 1.6521
236.079 -152576 -46.1266 152576 1.6522
236.513 -152651 -46.3124 152651 1.6523
236.941 -152721 -46.4974 152721 1.6524
237.362 -152785 -46.6821 152785 1.6525
237.773 -152843 -46.8658 152843 1.6526
238.172 -152896 -47.051 152896 1.6527
238.568 -152943 -47.2323 152943 1.6528
238.951 -152985 -47.4133 152985 1.6529
239.329 -153020 -47.5916 153020 1.653
239.702 -153050 -47.7679 153050 1.6531
240.063 -153074 -47.9431 153074 1.6532
240.417 -153093 -48.1179 153093 1.6533
240.761 -153105 -48.2927 153105 1.6534
241.093 -153112 -48.4652 153112 1.6535
241.42 -153113 -48.6391 153113 1.6536
241.737 -153108 -48.8119 153108 1.6537
242.044 -153097 -48.985 153097 1.6538
242.342 -153080 -49.1559 153080 1.6539
242.631 -153057 -49.325 153057 1.654
242.912 -153028 -49.4933 153028 1.6541
243.183 -152994 -49.6585 152994 1.6542
243.445 -152953 -49.8224 152953 1.6543
243.698 -152906 -49.9854 152906 1.6544
243.938 -152853 -50.1461 152853 1.6545
244.17 -152794 -50.306 152794 1.6546
244.392 -152728 -50.4631 152728 1.6547
244.605 -152657 -50.6213 152657 1.6548
244.809 -152580 -50.7779 152580 1.6549
245 -152496 -50.9313 152496 1.655
245.185 -152406 -51.0816 152406 1.6551
245.354 -152310 -51.2306 152310 1.6552
245.515 -152207 -51.3784 152207 1.6553
245.666 -152098 -51.5232 152098 1.6554
245.805 -151983 -51.6669 151983 1.6555
245.93 -151862 -51.8087 151862 1.6556
246.048 -151734 -51.9489 151734 1.6557
246.155 -151600 -52.0866 151600 1.6558
246.249 -151460 -52.2227 151460 1.6559
246.331 -151313 -52.3587 151313 1.656
246.405 -151159 -52.4932 151159 1.6561
246.466 -151000 -52.6246 151000 1.6562
246.517 -150833 -52.7544 150833 1.6563
246.557 -150660 -52.8814 150660 1.6564
246.585 -150481 -53.0049 150481 1.6565
246.603 -150295 -53.1256 150295 1.6566
246.606 -150103 -53.2444 150103 1.6567
246.596 -149904 -53.3621 149904 1.6568
246.575 -149698 -53.4778 149698 1.6569
246.543 -149486 -53.5904 149486 1.657
246.5 -149267 -53.7003 149267 1.6571
246.444 -149041 -53.808 149041 1.6572
246.377 -148809 -53.9132 148809 1.6573
246.292 -148570 -54.0146 148570 1.6574
246.201 -148324 -54.1129 148324 1.6575
246.099 -148071 -54.2088 148071 1.6576
245.979 -147812 -54.3001 147812 1.6577
245.847 -147546 -54.39 147546 1.6578
245.703 -147273 -54.4743 147273 1.6579
245.549 -146993 -54.5586 146993 1.658
245.381 -146707 -54.6396 146707 1.6581
245.201 -146413 -54.7186 146413 1.6582
245.005 -146113 -54.7955 146113 1.6583
244.796 -145806 -54.8692 145806 1.6584
244.574 -145492 -54.9403 145492 1.6585
244.342 -145171 -55.0081 145171 1.6586
244.094 -144843 -55.0717 144843 1.6587
243.832 -144508 -55.1324 144508 1.6588
243.555 -144166 -55.1896 144166 1.6589
243.268 -143817 -55.2415 143817 1.659
242.965 -143461 -55.2917 143461 1.6591
242.646 -143098 -55.3383 143098 1.6592
242.316 -142728 -55.3818 142728 1.6593
241.972 -142350 -55.4213 142350 1.6594
241.611 -141966 -55.458 141966 1.6595
241.238 -141575 -55.4918 141575 1.6596
240.85 -141177 -55.5212 141177 1.6597
240.449 -140771 -55.5462 140771 1.6598
240.031 -140359 -55.5677 140359 1.6599
239.6 -139939 -55.5844 139939 1.66
239.154 -139512 -55.5969 139512 1.6601
238.694 -139078 -55.6049 139078 1.6602
238.217 -138637 -55.6101 138637 1.6603
237.728 -138188 -55.6104 138188 1.6604
237.221 -137732 -55.6097 137732 1.6605
236.702 -137268 -55.6044 137268 1.6606
236.167 -136798 -55.593 136798 1.6607
235.615 -136320 -55.5794 136320 1.6608
235.046 -135835 -55.5605 135835 1.6609
234.463 -135343 -55.5386 135343 1.661
233.865 -134844 -55.5119 134844 1.6611
233.251 -134338 -55.4816 134338 1.6612
232.623 -133824 -55.4461 133824 1.6613
231.979 -133303 -55.4056 133303 1.6614
231.323 -132775 -55.3608 132775 1.6615
230.65 -132240 -55.3111 132240 1.6616
229.962 -131698 -55.2566 131698 1.6617
229.257 -131148 -55.1983 131148 1.6618
228.536 -130591 -55.1356 130591 1.6619
227.798 -130027 -55.0686 130027 1.662
227.044 -129455 -54.9975 129455 1.6621
226.274 -128876 -54.9214 128876 1.6622
225.489 -128290 -54.8399 128290 1.6623
224.687 -127696 -54.7541 127696 1.6624
223.872 -127096 -54.6635 127096 1.6625
223.042 -126488 -54.5666 126488 1.6626
222.195 -125872 -54.4651 125872 1.6627
221.329 -125250 -54.3585 125250 1.6628
220.452 -124620 -54.2462 124620 1.6629
219.557 -123982 -54.1293 123982 1.663
218.647 -123338 -54.0068 123338 1.6631
217.718 -122686 -53.8803 122686 1.6632
216.778 -122027 -53.7475 122027 1.6633
215.818 -121361 -53.6108 121361 1.6634
214.836 -120687 -53.4704 120687 1.6635
213.841 -120007 -53.3249 120007 1.6636
212.827 -119319 -53.1746 119319 1.6637
211.801 -118624 -53.0185 118624 1.6638
210.758 -117921 -52.8568 117921 1.6639
209.697 -117211 -52.69 117211 1.664
208.622 -116495 -52.5172 116495 1.6641
207.531 -115771 -52.3393 115771 1.6642
206.423 -115039 -52.1553 115039 1.6643
205.296 -114301 -51.9669 114301 1.6644
204.153 -113556 -51.7725 113556 1.6645
202.991 -112803 -51.5731 112803 1.6646
201.817 -112043 -51.3672 112043 1.6647
200.625 -111277 -51.1563 111277 1.6648
199.421 -110503 -50.9385 110503 1.6649
198.197 -109722 -50.7169 109722 1.665
196.816 -108933 -50.5698 108933 1.6651
195.351 -108137 -50.4527 108137 1.6652
193.842 -107334 -50.3438 107334 1.6653
192.333 -106524 -50.2127 106524 1.6654
190.844 -105707 -50.0538 105707 1.6655
189.374 -104883 -49.8579 104883 1.6656
187.93 -104053 -49.6349 104053 1.6657
186.508 -103215 -49.3851 103215 1.6658
185.097 -102371 -49.1204 102371 1.6659
183.69 -101520 -48.841 101520 1.666
182.283 -100662 -48.5547 100662 1.6661
180.865 -99798.1 -48.2623 99798.1 1.6662
179.435 -98927.1 -47.9673 98927.1 1.6663
177.988 -98049.5 -47.6681 98049.5 1.6664
176.522 -97165.3 -47.3657 97165.3 1.6665
175.044 -96274.6 -47.058 96274.6 1.6666
173.546 -95377.3 -46.7467 95377.3 1.6667
172.031 -94473.5 -46.4288 94473.5 1.6668
170.501 -93563.2 -46.1056 93563.2 1.6669
168.955 -92646.5 -45.7754 92646.5 1.667
167.397 -91723.4 -45.4385 91723.4 1.6671
165.829 -90793.8 -45.0948 90793.8 1.6672
164.245 -89858 -44.7447 89858 1.6673
162.644 -88915.8 -44.3875 88915.8 1.6674
161.03 -87967.3 -44.0248 87967.3 1.6675
159.4 -87012.7 -43.6552 87012.7 1.6676
157.755 -86051.8 -43.2809 86051.8 1.6677
156.097 -85084.8 -42.8996 85084.8 1.6678
154.427 -84111.7 -42.5125 84111.7 1.6679
152.742 -83132.6 -42.1185 83132.6 1.668
151.04 -82147.4 -41.7201 82147.4 1.6681
149.324 -81156.3 -41.315 81156.3 1.6682
147.59 -80159.2 -40.9053 80159.2 1.6683
145.845 -79156.3 -40.4895 79156.3 1.6684
144.082 -78147.6 -40.0692 78147.6 1.6685
142.308 -77133.2 -39.6417 77133.2 1.6686
140.522 -76113 -39.209 76113 1.6687
138.725 -75087.2 -38.7707 75087.2 1.6688
136.906 -74055.8 -38.3276 74055.8 1.6689
135.078 -73018.9 -37.8788 73018.9 1.669
133.238 -71976.5 -37.4243 71976.5 1.6691
131.384 -70928.6 -36.9647 70928.6 1.6692
129.517 -69875.4 -36.5003 69875.4 1.6693
127.636 -68816.9 -36.0304 68816.9 1.6694
125.74 -67753.2 -35.5563 67753.2 1.6695
123.832 -66684.3 -35.0765 66684.3 1.6696
121.908 -65610.3 -34.593 65610.3 1.6697
119.977 -64531.2 -34.1038 64531.2 1.6698
118.03 -63447.2 -33.6098 63447.2 1.6699
116.072 -62358.2 -33.1107 62358.2 1.67
114.101 -61264.4 -32.6073 61264.4 1.6701
112.117 -60165.8 -32.0987 60165.8 1.6702
110.124 -59062.5 -31.5851 59062.5 1.6703
108.121 -57954.6 -31.067 57954.6 1.6704
106.104 -56842.1 -30.5443 56842.1 1.6705
104.077 -55725.1 -30.0169 55725.1 1.6706
102.039 -54603.7 -29.4854 54603.7 1.6707
99.9908 -53478 -28.9492 53478 1.6708
97.9292 -52347.9 -28.4096 52347.9 1.6709
95.8567 -51213.7 -27.8653 51213.7 1.671
93.7736 -50075.4 -27.3171 50075.4 1.6711
91.6836 -48933 -26.7646 48933 1.6712
89.5816 -47786.6 -26.2084 47786.6 1.6713
87.4717 -46636.4 -25.6475 46636.4 1.6714
85.3512 -45482.4 -25.0831 45482.4 1.6715
83.2211 -44324.6 -24.5148 44324.6 1.6716
81.0825 -43163.2 -23.9429 43163.2 1.6717
78.9341 -41998.3 -23.3674 41998.3 1.6718
76.7785 -40829.8 -22.788 40829.8 1.6719
74.6145 -39658 -22.2055 39658 1.672
72.4419 -38482.8 -21.6196 38482.8 1.6721
70.2594 -37304.5 -21.0303 37304.5 1.6722
68.0696 -36123 -20.4378 36123 1.6723
65.8723 -34938.4 -19.8425 34938.4 1.6724
63.6675 -33750.9 -19.2441 33750.9 1.6725
61.4542 -32560.5 -18.6426 32560.5 1.6726
59.2364 -31367.4 -18.0381 31367.4 1.6727
57.0102 -30171.5 -17.4306 30171.5 1.6728
54.7791 -28973 -16.8207 28973 1.6729
52.5401 -27772.1 -16.2079 27772.1 1.673
50.2953 -26568.7 -15.5926 26568.7 1.6731
48.0447 -25362.9 -14.9747 25362.9 1.6732
45.789 -24155 -14.3546 24155 1.6733
43.5274 -22944.9 -13.7321 22944.9 1.6734
41.2603 -21732.7 -13.1077 21732.7 1.6735
38.9888 -20518.6 -12.4811 20518.6 1.6736
36.7129 -19302.6 -11.8523 19302.6 1.6737
34.433 -18084.8 -11.2218 18084.8 1.6738
32.1493 -16865.4 -10.5893 16865.4 1.6739
29.8612 -15644.4 -9.95515 15644.4 1.674
27.5693 -14421.9 -9.31932 14421.9 1.6741
25.274 -13198.1 -8.68213 13198.1 1.6742
22.9759 -11972.9 -8.04341 11972.9 1.6743
20.6747 -10746.6 -7.40343 10746.6 1.6744
18.3707 -9519.16 -6.76227 9519.16 1.6745
16.0646 -8290.74 -6.12002 8290.74 1.6746
13.7562 -7061.42 -5.47665 7061.42 1.6747
11.4456 -5831.32 -4.83255 5831.32 1.6748
9.13363 -4600.51 -4.18744 4600.51 1.6749
6.82015 -3369.11 -3.54176 3369.11 1.675
4.50554 -2137.21 -2.89528 2137.21 1.6751
2.19015 -904.911 -2.24844 904.911 1.6752
-0.12598 327.696 -1.60098 -327.696 1.6753
-2.44207 1560.49 -0.953342 -1560.49 1.6754
-4.75835 2793.4 -0.305378 -2793.4 1.6755
-7.07459 4026.29 0.342539 -4026.29 1.6756
-9.39047 5259.1 0.990628 -5259.1 1.6757
-11.7056 6491.69 1.63844 -6491.69 1.6758
-14.0198 7724 2.28628 -7724 1.6759
-16.3324 8955.9 2.93356 -8955.9 1.676
-18.6441 10187.3 3.5807 -10187.3 1.6761
-20.9538 11418.1 4.22709 -11418.1 1.6762
-23.2619 12648.2 4.87313 -12648.2 1.6763
-25.5671 13877.5 5.51817 -13877.5 1.6764
-27.8699 15105.9 6.16272 -15105.9 1.6765
-30.1701 16333.3 6.80609 -16333.3 1.6766
-32.4681 17559.6 7.44869 -17559.6 1.6767
-34.7619 18784.7 8.08982 -18784.7 1.6768
-37.0525 20008.6 8.73013 -20008.6 1.6769
-39.3389 21231 9.36875 -21231 1.677
-41.6222 22451.9 10.0064 -22451.9 1.6771
-43.9008 23671.2 10.6421 -23671.2 1.6772
-46.1747 24888.9 11.2765 -24888.9 1.6773
-48.4434 26104.8 11.909 -26104.8 1.6774
-50.7075 27318.7 12.5398 -27318.7 1.6775
-52.9668 28530.7 13.1684 -28530.7 1.6776
-55.22 29740.6 13.7957 -29740.6 1.6777
-57.4688 30948.4 14.4202 -30948.4 1.6778
-59.7105 32153.9 15.0428 -32153.9 1.6779
-61.946 33357 15.663 -33357 1.678
-64.1754 34557.6 16.281 -34557.6 1.6781
-66.3968 35755.7 16.8964 -35755.7 1.6782
-68.6118 36951.2 17.5096 -36951.2 1.6783
-70.8194 38143.9 18.1199 -38143.9 1.6784
-73.0203 39333.8 18.7276 -39333.8 1.6785
-75.2148 40520.7 19.332 -40520.7 1.6786
-77.4002 41704.6 19.934 -41704.6 1.6787
-79.5792 42885.5 20.5328 -42885.5 1.6788
-81.7474 44063.1 21.1286 -44063.1 1.6789
-83.9071 45237.4 21.7213 -45237.4 1.679
-86.059 46408.4 22.3107 -46408.4 1.6791
-88.201 47575.9 22.8967 -47575.9 1.6792
-90.3357 48739.8 23.479 -48739.8 1.6793
-92.4614 49900.1 24.0579 -49900.1 1.6794
-94.5771 51056.7 24.6333 -51056.7 1.6795
-96.6826 52209.4 25.2051 -52209.4 1.6796
-98.7756 53358.3 25.7734 -53358.3 1.6797
-100.859 54503.1 26.338 -54503.1 1.6798
-102.931 55644 26.8984 -55644 1.6799
-104.997 56780.6 27.4551 -56780.6 1.68
-107.049 57913.1 28.0073 -57913.1 1.6801
-109.092 59041.2 28.5552 -59041.2 1.6802
-111.122 60164.9 29.0995 -60164.9 1.6803
-113.143 61284.2 29.6394 -61284.2 1.6804
-115.148 62398.9 30.175 -62398.9 1.6805
-117.142 63509 30.7064 -63509 1.6806
-119.129 64614.4 31.233 -64614.4 1.6807
-121.103 65715 31.7547 -65715 1.6808
-123.062 66810.7 32.2719 -66810.7 1.6809
-125.006 67901.6 32.7853 -67901.6 1.681
-126.941 68987.4 33.2931 -68987.4 1.6811
-128.861 70068.2 33.7973 -70068.2 1.6812
-130.769 71143.8 34.2963 -71143.8 1.6813
-132.663 72214.2 34.7906 -72214.2 1.6814
-134.548 73279.4 35.2799 -73279.4 1.6815
-136.416 74339.1 35.764 -74339.1 1.6816
-138.274 75393.5 36.2437 -75393.5 1.6817
-140.113 76442.4 36.7177 -76442.4 1.6818
-141.941 77485.8 37.1865 -77485.8 1.6819
-143.754 78523.5 37.6509 -78523.5 1.682
-145.556 79555.6 38.1098 -79555.6 1.6821
-147.34 80581.9 38.5636 -80581.9 1.6822
-149.112 81602.4 39.0115 -81602.4 1.6823
-150.87 82617.1 39.4547 -82617.1 1.6824
-152.616 83625.9 39.8915 -83625.9 1.6825
-154.345 84628.6 40.3242 -84628.6 1.6826
-156.057 85625.4 40.7514 -85625.4 1.6827
-157.757 86616.1 41.173 -86616.1 1.6828
-159.438 87600.6 41.5898 -87600.6 1.6829
-161.101 88578.9 42.002 -88578.9 1.683
-162.755 89551 42.4068 -89551 1.6831
-164.392 90516.8 42.8067 -90516.8 1.6832
-166.015 91476.3 43.2005 -91476.3 1.6833
-167.622 92429.3 43.5886 -92429.3 1.6834
-169.208 93375.9 43.9711 -93375.9 1.6835
-170.784 94316 44.3481 -94316 1.6836
-172.343 95249.6 44.7198 -95249.6 1.6837
-173.883 96176.5 45.0865 -96176.5 1.6838
-175.408 97096.9 45.447 -97096.9 1.6839
-176.919 98010.6 45.8025 -98010.6 1.684
-178.415 98917.5 46.1512 -98917.5 1.6841
-179.894 99817.7 46.4949 -99817.7 1.6842
-181.357 100711 46.8325 -100711 1.6843
-182.8 101598 47.1656 -101598 1.6844
-184.234 102477 47.4917 -102477 1.6845
-185.648 103350 47.8121 -103350 1.6846
-187.05 104216 48.1269 -104216 1.6847
-188.431 105075 48.4356 -105075 1.6848
-189.792 105927 48.7385 -105927 1.6849
-191.132 106772 49.0367 -106772 1.685
-192.46 107609 49.3285 -107609 1.6851
-193.77 108440 49.6149 -108440 1.6852
-195.067 109263 49.8941 -109263 1.6853
-196.345 110080 50.1677 -110080 1.6854
-197.605 110889 50.4361 -110889 1.6855
-198.851 111691 50.6986 -111691 1.6856
-200.078 112485 50.9553 -112485 1.6857
-201.289 113273 51.2069 -113273 1.6858
-202.485 114053 51.452 -114053 1.6859
-203.665 114826 51.6921 -114826 1.686
-204.829 115591 51.9266 -115591 1.6861
-205.974 116349 52.1547 -116349 1.6862
-207.095 117100 52.3789 -117100 1.6863
-208.204 117843 52.5963 -117843 1.6864
-209.298 118579 52.8084 -118579 1.6865
-210.37 119307 53.0146 -119307 1.6866
-211.43 120028 53.2147 -120028 1.6867
-212.476 120742 53.4086 -120742 1.6868
-213.501 121448 53.5969 -121448 1.6869
-214.514 122146 53.7795 -122146 1.687
-215.507 122837 53.9573 -122837 1.6871
-216.482 123521 54.1293 -123521 1.6872
-217.438 124197 54.2964 -124197 1.6873
-218.666 124866 54.2824 -124866 1.6874
-219.885 125528 54.2853 -125528 1.6875
-221.105 126183 54.2677 -126183 1.6876
-222.244 126830 54.3025 -126830 1.6877
-223.318 127469 54.3507 -127469 1.6878
-224.31 128101 54.4446 -128101 1.6879
-225.247 128725 54.5421 -128725 1.688
-226.122 129342 54.6631 -129342 1.6881
-226.958 129951 54.7748 -129951 1.6882
-227.756 130552 54.8952 -130552 1.6883
-228.537 131146 54.9972 -131146 1.6884
-229.296 131731 55.1002 -131731 1.6885
-230.046 132309 55.1849 -132309 1.6886
-230.78 132880 55.2695 -132880 1.6887
-231.503 133443 55.3389 -133443 1.6888
